addr	block	size
0x72b7Bdd4e67983A85a6C11A8eED6c010384fDb80	10090488	1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	10091913	1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	10860091	1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	10859365	10
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	9580431	0.1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	9580434	0.1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	9580435	0.1
0x1e17A75616cd74f5846B1b71622Aa8e10ea26Cc0	9842941	0.1
0x6189C4c32884713580e4477152cBa2c3Dd869450	10092041	1
0x6189C4c32884713580e4477152cBa2c3Dd869450	10092347	1
0x6189C4c32884713580e4477152cBa2c3Dd869450	10092355	1
0x6189C4c32884713580e4477152cBa2c3Dd869450	10092368	1
0x6189C4c32884713580e4477152cBa2c3Dd869450	9177540	0.1
0x1ea43D98C44962fc27D7B8A8d488fb3c5ffc5047	10092218	1
0x1ea43D98C44962fc27D7B8A8d488fb3c5ffc5047	10092271	1
0x1ea43D98C44962fc27D7B8A8d488fb3c5ffc5047	10092074	0.1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10092673	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10093053	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10225979	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10226997	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10227003	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10227012	1
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10090633	10
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10090635	10
0x10a7Ba9f8a5743ab5d88A81Acdcf6737d4B80Bd9	10091570	10
0x0464f791C1c795F4287Fa321C304629010193CaF	10093709	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124875	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124878	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124879	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124883	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124883	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124887	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124892	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10124893	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10941993	1
0x0464f791C1c795F4287Fa321C304629010193CaF	10093696	10
0x0464f791C1c795F4287Fa321C304629010193CaF	10093707	10
0x0464f791C1c795F4287Fa321C304629010193CaF	10093707	10
0x0464f791C1c795F4287Fa321C304629010193CaF	10093707	10
0x0464f791C1c795F4287Fa321C304629010193CaF	10054237	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054239	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054246	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054247	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054269	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054271	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054274	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10054278	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079756	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079760	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079768	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079772	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079775	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079780	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079782	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079790	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079791	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079797	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079797	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079800	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079802	100
0x0464f791C1c795F4287Fa321C304629010193CaF	10079805	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093831	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093836	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093841	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093850	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093854	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093859	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093867	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093876	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093876	1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093769	10
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093774	10
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093776	10
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093826	10
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093726	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093736	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093736	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093740	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093747	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093761	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093761	100
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093891	0.1
0x661Bbf0634CcB32B9F441b59c3586C675Ff1aa0c	10093892	0.1
0x9584e757f32BCa82131A2b3fd843bfF7E9851a38	10094417	1
0x9584e757f32BCa82131A2b3fd843bfF7E9851a38	10094439	0.1
0x9584e757f32BCa82131A2b3fd843bfF7E9851a38	10094591	0.1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094463	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094464	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094467	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094469	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094472	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094473	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094480	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094480	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094485	1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094460	10
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094461	10
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094463	10
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094463	10
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094431	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094432	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094436	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094437	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094443	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094443	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094460	100
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094488	0.1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094494	0.1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094496	0.1
0x40c49AbE80Ba30d9BbfFFbD69e56E703278b3Dcf	10094503	0.1
0x9424BFC9F19d2c40d79Ca20094A7Da9d4024C44B	10094665	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094807	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094808	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094823	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094826	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094905	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10109059	1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10092038	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10092112	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094633	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094638	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094702	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10094800	10
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	10108586	0.1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	9022494	0.1
0xfafa10fBaCF6463FDeff6FbDb091EA542E2c11d8	9022766	0.1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095281	1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095284	1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095292	1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095295	1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095538	1
0xefAB18983029d2BA840E34698eFb67fDF8120711	9411191	10
0xefAB18983029d2BA840E34698eFb67fDF8120711	9411194	10
0xefAB18983029d2BA840E34698eFb67fDF8120711	9741791	10
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095272	10
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095281	10
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095546	0.1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095554	0.1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095554	0.1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10095554	0.1
0xefAB18983029d2BA840E34698eFb67fDF8120711	10097185	0.1
0x2ca7F11055C919748F10b1991B6Ba6D4CC58d3f3	10096219	1
0x614827e015F8CC4dfA60F87899F5F2FBAc24E562	10097861	1
0x6d9ABa400a2a487a5Fb76c6d56518835553CD284	10098031	1
0x6d9ABa400a2a487a5Fb76c6d56518835553CD284	8921683	0.1
0x5e9c605141Df8373d4FEC48b70018629187A27E2	10098542	1
0x5e9c605141Df8373d4FEC48b70018629187A27E2	10098874	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099743	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099750	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099758	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099767	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099771	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099783	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099810	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099816	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099834	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10099845	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10100996	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101034	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101040	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101056	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101064	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101071	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101133	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101147	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101161	1
0x0542588F8dD07A859F9Cd7b915dD2B850d488FA1	10101223	1
0xA2760f385e7E981b46477574486DcCD0c541F836	10103385	1
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10104802	1
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10343034	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934864	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934866	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934869	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934874	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934879	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934899	10
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10322082	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10930043	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10930043	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10930044	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10932138	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10932144	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10932189	100
0x518c286d3FFBF8e7416bb3b18813382E9FF5C1f6	10934757	100
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105196	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105204	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105208	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105212	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105217	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105224	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105229	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105234	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105239	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105252	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105273	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105277	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105289	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105298	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105304	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105307	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105310	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105313	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105322	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105327	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105345	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105351	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105358	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105361	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105364	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105378	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105382	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105387	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105392	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105397	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105406	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105409	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105415	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105421	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105428	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105431	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105434	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105440	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105445	1
0xE61fB2E9aBbD278Ce3829Ea93E858AfE198A5f8a	10105449	1
0x83BBB4fDdA46b6F7cdE0038515aB9AdA8F3ba879	10105942	1
0x83BBB4fDdA46b6F7cdE0038515aB9AdA8F3ba879	10105942	1
0x83BBB4fDdA46b6F7cdE0038515aB9AdA8F3ba879	10105910	10
0x83BBB4fDdA46b6F7cdE0038515aB9AdA8F3ba879	10105916	10
0x83BBB4fDdA46b6F7cdE0038515aB9AdA8F3ba879	10105916	10
0xA0eF2EbE48fe946b54Ec7a4e08f0E15E87580ed1	10108177	1
0xA0eF2EbE48fe946b54Ec7a4e08f0E15E87580ed1	10108349	1
0xA0eF2EbE48fe946b54Ec7a4e08f0E15E87580ed1	10108349	1
0xA0eF2EbE48fe946b54Ec7a4e08f0E15E87580ed1	10315528	0.1
0x68f6fB47aFa5aF69B12b81fDF1eCd8c41C0423ef	10108569	1
0x68f6fB47aFa5aF69B12b81fDF1eCd8c41C0423ef	10108573	1
0x68f6fB47aFa5aF69B12b81fDF1eCd8c41C0423ef	10108575	1
0x68f6fB47aFa5aF69B12b81fDF1eCd8c41C0423ef	10108576	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108875	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108876	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108881	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108882	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108882	1
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	10
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	10
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	10
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108871	10
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108845	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108845	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108863	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108863	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108863	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108863	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108864	100
0xd968aaCAbe3A7bDb504fA1B5Fb277ecff37114Dc	10108897	0.1
0x74Ca9076B4dcA802468b726be7354121a73F16f7	10112706	1
0x74Ca9076B4dcA802468b726be7354121a73F16f7	10112725	1
0x74Ca9076B4dcA802468b726be7354121a73F16f7	10267968	10
0x42cC51E68B7491153837420844936933821461E2	10113437	1
0x42cC51E68B7491153837420844936933821461E2	10158533	1
0x42cC51E68B7491153837420844936933821461E2	10158543	1
0x42cC51E68B7491153837420844936933821461E2	10162291	1
0x440ffFD839A1baF6ed593D77B1F6bb26E753EB11	10117504	1
0x070D0e69da33565013eE66D20dfcfFEDa79edAa3	10120609	1
0x070D0e69da33565013eE66D20dfcfFEDa79edAa3	10142236	1
0x070D0e69da33565013eE66D20dfcfFEDa79edAa3	10123684	10
0xd79a1D430d4546ac2F0D9cd4169A560E3cC35C3B	10120648	1
0xd79a1D430d4546ac2F0D9cd4169A560E3cC35C3B	8448869	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121581	1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121788	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121789	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121791	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121795	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121795	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121989	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121990	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121991	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121991	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10121995	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10123964	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10123966	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10123971	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10123973	0.1
0xA6D99C6B7Bc9dDDdDEecCEA00b8cf59b24E437d7	10123976	0.1
0xDE14A837FE92a9b15C122874961A96771152D9FF	10121603	1
0xDE14A837FE92a9b15C122874961A96771152D9FF	10085237	0.1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122711	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122711	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122713	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122720	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122721	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122721	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122722	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122728	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122728	1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122708	10
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122711	10
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122711	10
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122711	10
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122697	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122697	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122697	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122697	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122697	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122708	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122708	100
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122740	0.1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122740	0.1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122740	0.1
0xb313e14bA9A2384A65471a46dcA4b6cD1fd37F36	10122740	0.1
0x5c0AC266833E36E98edB52070bCeA5Be6C1145c6	10124453	1
0xf395C88A7a449C5dD0957CA2A54Ca8A054905886	10128496	1
0x93E41719f07fA382d398fBd8dD6125733636683B	10129570	1
0x6DfAFe40Fb06BEbdc5f44d9d085Da6328e281Db8	10129872	1
0x6DfAFe40Fb06BEbdc5f44d9d085Da6328e281Db8	10129879	1
0x6DfAFe40Fb06BEbdc5f44d9d085Da6328e281Db8	10129883	1
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129933	1
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129939	1
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129944	1
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129872	10
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129877	10
0xA3fE431e264844f43FB634A7828B70001f7f3F02	10129884	10
0x4417A235C63292591C37D8E697e74F7425F61F31	10129973	1
0x8E9dEAd145aBF8142D2aaB99162D777A394aB71E	10137638	1
0x8E9dEAd145aBF8142D2aaB99162D777A394aB71E	10137644	1
0x65D0d3b88DeC729bA2ea394B1a73951a67838858	10137717	1
0x65D0d3b88DeC729bA2ea394B1a73951a67838858	10137722	1
0x65D0d3b88DeC729bA2ea394B1a73951a67838858	10137730	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10146094	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10355454	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10355455	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10358178	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10368973	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10368974	1
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10402285	10
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10479678	10
0x4ea0d6576E606778Cc9dcC329d06Ec70c3906CC2	10497857	10
0x50AF5f78A48bfbb09d4A53263Be9A405B4d39fEC	10149011	1
0x50AF5f78A48bfbb09d4A53263Be9A405B4d39fEC	9151788	0.1
0x50AF5f78A48bfbb09d4A53263Be9A405B4d39fEC	9183365	0.1
0x50AF5f78A48bfbb09d4A53263Be9A405B4d39fEC	9221280	0.1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151739	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151741	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151741	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151742	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151746	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151746	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151747	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151750	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151756	1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151721	10
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151722	10
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151724	10
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151727	10
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151695	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151698	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151703	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151706	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151709	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151711	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151713	100
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10151757	0.1
0x177568Bac08b9df83Bd329Bf33fe11Df110029c5	10152262	0.1
